product_id,product_name,product_category,product_category_tree,usage,specification,description,image_urls,product_url
1911,Miếng dán mụn Somaderm - Spot Young Chemical Vina hỗ trợ làm lành vết thương (18 miếng),"Kem trị mụn, gel trị mụn","Dược mỹ phẩm>>Giải pháp làn da>>Kem trị mụn, gel trị mụn",Sử dụng cho các vết mụn hoặc vế thương nhỏ.&nbsp;,Hàn Quốc,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033861_mieng_dan_mun_somaderm_spot_18_mieng_8824_62c7_large_488737e9fd.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033861_mieng_dan_mun_somaderm_spot_18_mieng_1657262231_e0ec0a7c02.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033861_mieng_dan_mun_somaderm_spot_18_mieng_9513_62c7_large_42071441f0.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033861_mieng_dan_mun_somaderm_spot_18_mieng_7585_62c7_large_54494ece42.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033861_mieng_dan_mun_somaderm_spot_18_mieng_1005_62c7_large_fbcdc4ed93.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033861_mieng_dan_mun_somaderm_spot_18_mieng_2729_62c7_large_baa30cfda4.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/mieng-dan-mun-somaderm-spot-18-mieng-33951.html
1912,"Dung dịch khoáng Dizigone Terrapharm làm sạch vi khuẩn trong 30 giây, vệ sinh răng miệng, khử mùi (300ml)",Chăm sóc cơ thể,Dược mỹ phẩm>>Chăm sóc cơ thể,"Dung dịch khoáng Dizigone Terrapharm làm sạch, kháng khuẩn da.",Việt Nam,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_7841_62fb_large_ed69c2b10e.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_3648_62fb_large_7ac33c8ac4.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_1743_62fb_large_3e6690e3f1.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_8559_62fb_large_4e449ec497.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_9587_62fb_large_e0c0dc6575.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_9177_62fb_large_f3d2d936d9.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_3790_62fb_large_932d106f3b.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_5966_62fb_large_dcbdb711e3.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033663_dizigone_terrapham_300ml_3856_62fb_large_65cd18cce4.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/dizigone-terrapham-300ml-33750.html
1913,Gel Varicare Medicosh hỗ trợ làm giảm các triệu chứng suy giãn tĩnh mạch chân (50ml),Chăm sóc cơ thể,Dược mỹ phẩm>>Chăm sóc cơ thể,Gel bôi suy giãn tĩnh mạch chân Medicosh Varicare Gel 50 ml được dùng để:,Ý,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033625_gel_boi_suy_gian_tinh_mach_chan_medicosh_varica_gel_50ml_6577_6232_large_c7c2efb276.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033625_gel_boi_suy_gian_tinh_mach_chan_medicosh_varica_gel_50ml_4298_6232_large_8cc11ef0cf.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033625_gel_boi_suy_gian_tinh_mach_chan_medicosh_varica_gel_50ml_7522_6232_large_95deb65dc7.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033625_gel_boi_suy_gian_tinh_mach_chan_medicosh_varica_gel_50ml_4061_6232_large_a792acf50c.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033625_gel_boi_suy_gian_tinh_mach_chan_medicosh_varica_gel_50ml_9856_6232_large_bba75376d6.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00033625_gel_boi_suy_gian_tinh_mach_chan_medicosh_varica_gel_50ml_2038_6232_large_72525c13dc.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/gel-boi-suy-gian-tinh-mach-chan-medicosh-varica-gel-50ml-33708.html
1914,"Sữa tắm gội Baby Gentle Wash La Beauty giảm và ngăn ngừa rôm sảy, hăm da ở trẻ (250ml)","Sữa tắm, xà bông","Dược mỹ phẩm>>Chăm sóc cơ thể>>Sữa tắm, xà bông","Tắm gội hằng ngày, làm sạch, chăm sóc và bảo vệ da cho bé.",Việt Nam,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_1804_43e3bd75a9.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3833_76309057f6.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3832_7d3468724d.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/smalls/IMG_3831_3c1a855833.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/tam-goi-em-be-baby-gentle-wash-250ml-33070.html
1915,"Gel tắm và vệ sinh phụ nữ Herbal Nano Vinapharma giúp làm sạch, kháng viêm (105ml)","Lăn khử mùi, xịt khử mùi","Dược mỹ phẩm>>Chăm sóc cơ thể>>Lăn khử mùi, xịt khử mùi",Dùng Herbal Nano cho các trường hợp sau:,Nhũ tương (Gel),Việt Nam,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_5245_5d00_large_40f6936e4f.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_1568091051_303f85a2a3.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_2725_5d00_large_c1e8513548.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_5751_5d00_large_eafaf718ba.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_4027_5d00_large_49e8d2f86f.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_9409_5d77_large_ab862c4013.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_3456_5d77_large_b9bd436200.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00013661_ve_sinh_pn_herbal_nano_vinapharma_5924_6133_large_fcda260a27.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/ve-sinh-pn-herbal-nano-vinapharma-15910.html
1916,"Gel Proctogel Bimex liền vết thương, giảm viêm nhiễm, nấm ngứa cho người táo bón, trĩ, ngứa hậu môn (20g)",Chăm sóc cơ thể,Dược mỹ phẩm>>Chăm sóc cơ thể,"Proctogel giúp dưỡng da, làm giảm rát da, nứt nẻ da.",Việt Nam,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00016541_proctogel_20g_5634_5cff_large_6d4e5dbfbb.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00016541_proctogel_20g_1630773029_71dce55a44.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00016541_proctogel_20g_5414_5cff_large_c8e1f870b5.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00016541_proctogel_20g_7948_5cff_large_4e2b0c5cdf.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00016541_proctogel_20g_4509_5cff_large_8bd8a2de77.JPG,https://nhathuoclongchau.com.vn/duoc-my-pham/proctogel-20g-17612.html
1917,"Kem đa năng Zinc Ointment Abena bảo vệ da, khử trùng da, chống hăm, ngừa loét (15ml)",Chăm sóc cơ thể,Dược mỹ phẩm>>Chăm sóc cơ thể,Zinc Ointment 15ml Abena có tác dụng:,Hộp x 15ml,Đan Mạch,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05596_34e2589a28.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/smalls/DSC_05547_0caf0d2f20.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05544_e1dd9bb1ae.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05546_37fb72bc8f.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05601_00da2a7a13.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_05602_58091f17c1.jpg,https://nhathuoclongchau.com.vn/thuoc/zinc-ointment-15ml-abena-17775.html
1918,"Gel rửa mặt SVR Sebiaclear Gel Moussant không chứa xà phòng, loại bỏ tế bào da chết (200ml)","Sữa rửa mặt (Kem, gel, sữa)","Dược mỹ phẩm>>Chăm sóc da mặt>>Sữa rửa mặt (Kem, gel, sữa)","Gel rửa mặt SVR Sebiaclear Gel Moussant không chứa xà phòng, giúp làm sạch và thanh lọc da một cách nhẹ nhàng. Loại bỏ bụi bẩn, bã nhờn dư thừa và tế bào chết mà không gây khô da. Bạn sẽ cảm nhận được làn da sạch sẽ, mềm mại và trắng sáng hơn sau khi sử dụng.",Pháp,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00017326_sebiaclear_gel_moussant_200ml_svr_7018_62ae_large_cb556296b6.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00017326_sebiaclear_gel_moussant_200ml_svr_1655620333_ccced0fa79.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00017326_sebiaclear_gel_moussant_200ml_svr_8787_62ae_large_f06f9144dd.JPG***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00017326_sebiaclear_gel_moussant_200ml_svr_7834_62ae_large_653ed08559.JPG,https://nhathuoclongchau.com.vn/duoc-my-pham/sebiaclear-gel-moussant-200ml-svr-18680.html
1919,"Dầu gội sạch gàu Haircare Bimex giúp sạch gàu, hết ngứa da đầu (50g)",Dầu gội trị nấm,Dược mỹ phẩm>>Chăm sóc tóc - da đầu>>Dầu gội trị nấm,"Dầu gội HairCare giúp làm sạch gàu , sạch tóc, ngăn ngừa nấm ngứa, phục hồi<a href=""https://nhathuoclongchau.com.vn/bai-viet/toc-kho-xo-phai-lam-sao-cach-phuc-hoi-toc-kho-xo-hieu-qua-tai-nha-50074.html""> tóc xơ</a>, khô, <a href=""https://nhathuoclongchau.com.vn/bai-viet/nhung-nguyen-nhan-lam-toc-che-ngon-ma-ban-it-khi-de-y-46907.html"">chẻ ngọn</a>, giúp tóc mềm, bóng mượt, sạch bã nhờn trên tóc, giúp tóc chắc khỏe.",Dung dịch,Việt Nam,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3717_b03a26836d.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3711_65285e71b1.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3712_88c623b6a5.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3713_97bf28ee85.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3714_af336e65fc.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3715_f672cea046.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3716_3e334ba70a.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3718_c6197997c5.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/hair_care_6f2abf150a.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/haircare-50g-dau-goi-chong-gau-19491.html
1920,"Gel Nghệ Nano NeoCurma ngừa mụn, ngừa sẹo, mờ vết thâm (20g)","Trị sẹo, mờ vết thâm","Dược mỹ phẩm>>Giải pháp làn da>>Trị sẹo, mờ vết thâm",Giảm 60 - 80% mụn viêm chỉ sau 2 tuần. ,Nhũ tương (Gel),Việt Nam,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3745_1c9f1f9820.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3744_81fe068fed.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3740_75cded9c96.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3739_4e88128c5c.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3742_930d306608.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3741_3e31c1fb75.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3746_29c2d7a5a1.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3747_bf36e5e8ae.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/IMG_3746_1_b846e18a62.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/neocurma_52029a85db.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/neocurma-gel-nghe-nano-20g-21573.html
1921,"Gel Scargel Natureplex cải thiện tính đàn hồi, cấu trúc và hình dạng của nhiều loại sẹo (35g)","Trị sẹo, mờ vết thâm","Dược mỹ phẩm>>Giải pháp làn da>>Trị sẹo, mờ vết thâm","Natureplex Scargel With Allantoin giúp cải thiện tính đàn hồi, cấu trúc và hình dạng của nhiều loại sẹo (<a href=""https://nhathuoclongchau.com.vn/bai-viet/seo-loi-sau-mun-nguyen-nhan-va-cach-dieu-tri-56772.html"">sẹo do mụn</a>, sẹo do phẫu thuật, bỏng, vết cắt, sẹo thậm ở vùng da nhạy cảm và những tổn thương khác...) giúp sẹo mềm và trơn láng, ngăn ngừa sẹo đối với những vết thương mới lành.",Hoa Kỳ,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00021309_natureplex_scargel_tri_seo_35g_4617_62af_large_b0fb154cc5.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00021309_natureplex_scargel_tri_seo_35g_1655646715_f7c589eccf.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00021309_natureplex_scargel_tri_seo_35g_3498_62af_large_0d56de2abf.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00021309_natureplex_scargel_tri_seo_35g_9473_62af_large_0aebfd0562.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00021309_natureplex_scargel_tri_seo_35g_4150_62af_large_c949fa31d8.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00021309_natureplex_scargel_tri_seo_35g_6966_62af_large_d4901b27f5.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/natureplex-scargel-tri-seo-35g-21669.html
1922,Sữa rửa mặt làm giảm mụn Rosette Face Wash Pasta Acne Clear sạch bụi bẩn và tế bào chết trên da (120g),"Sữa rửa mặt (Kem, gel, sữa)","Dược mỹ phẩm>>Chăm sóc da mặt>>Sữa rửa mặt (Kem, gel, sữa)","Rosette Face Wash Pasta Acne Clear kết hợp bùn biển và đất sét tự nhiên giúp làm sạch bụi bẩn, bã nhờn và tạp chất trên da, giúp lỗ chân lông thông thoáng, hỗ trợ điều trị mụn.",Nhật Bản,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022006_sua_rua_mat_bun_bien_giam_mun_rosette_acne_clear_120g_5962_63db_large_d5ceab1ffe.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022006_sua_rua_mat_bun_bien_giam_mun_rosette_acne_clear_120g_1675307525_8003639b14.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022006_sua_rua_mat_bun_bien_giam_mun_rosette_acne_clear_120g_6511_63db_large_c822430dbe.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022006_sua_rua_mat_bun_bien_giam_mun_rosette_acne_clear_120g_5468_63db_large_bf93ae944f.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00022006_sua_rua_mat_bun_bien_giam_mun_rosette_acne_clear_120g_4627_63db_large_3435900257.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/sua-rua-mat-bun-bien-giam-mun-rosette-acne-clear-120g-22349.html
1923,"Gel làm nóng Starbalm Warm Gel thư giãn cơ, hạn chế chấn thương do vận động, mỏi cơ (100ml)",Massage,Dược mỹ phẩm>>Chăm sóc cơ thể>>Massage,,Hà Lan,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07982_a1db792781.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07979_53ae3bc978.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07973_1cd9fde228.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07974_ab97c9180f.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07975_121eb4b201.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07978_7d3e49bba6.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07980_cce7aa8d3d.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07983_b90dfa3427.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/DSC_07986_c2d324e054.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/gel-lam-nong-starbalm-warm-gel-100ml-29219.html
1924,"Kem dưỡng ẩm mềm da cho bé Kutieskin giảm khô ngứa, nứt nẻ da (30g)","Dưỡng da bị khô, thiếu ẩm","Dược mỹ phẩm>>Giải pháp làn da>>Dưỡng da bị khô, thiếu ẩm","Kem dưỡng ẩm mềm da cho bé Kutieskin giúp dưỡng ẩm, làm thơm, làm mềm da, giúp da bé luôn mềm mại, giảm tình trạng khô ngứa, nứt nẻ da.",Việt Nam,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029176_kutieskin_kem_duong_am_mem_da_cho_be_30g_5514_62cf_large_e521d7d205.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029176_kutieskin_kem_duong_am_mem_da_cho_be_30g_2302_62cf_large_1521fd61d8.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029176_kutieskin_kem_duong_am_mem_da_cho_be_30g_1553_62cf_large_4185e45b3a.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029176_kutieskin_kem_duong_am_mem_da_cho_be_30g_7995_62cf_large_97af737ba9.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029176_kutieskin_kem_duong_am_mem_da_cho_be_30g_7232_62cf_large_f200b73fc2.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029176_kutieskin_kem_duong_am_mem_da_cho_be_30g_7437_62cf_large_09d88264a4.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/kutieskin-kem-duong-am-mem-da-cho-be-30g-29423.html
1925,"Kem bôi dịu da cho bé Kutieskin giảm mẩn ngứa, ngừa thâm sẹo (30g)",Chăm sóc cơ thể,Dược mỹ phẩm>>Chăm sóc cơ thể,"Kem bôi dịu da cho bé Kutieskin muỗi đốt góp phần giảm ngứa nhanh, dịu mẩn đỏ, làm dịu vết mẩn ngứa, hăm da, muỗi đốt, côn trùng cắn, ngăn ngừa và làm dịu vùng da bị rôm sảy. Giúp làm mờ các vết sẹo, vết thâm do tổn thương da, côn trùng đốt, rôm sảy, hăm tã.",Việt Nam,,https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029177_kutieskin_kem_boi_diu_da_cho_be_30g_1911_62cf_large_c68690f485.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029177_kutieskin_kem_boi_diu_da_cho_be_30g_1860_62cf_large_84b51ae15c.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029177_kutieskin_kem_boi_diu_da_cho_be_30g_8617_62cf_large_061862b83d.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029177_kutieskin_kem_boi_diu_da_cho_be_30g_1884_62cf_large_936f0a8293.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029177_kutieskin_kem_boi_diu_da_cho_be_30g_7806_62cf_large_c0444b90b7.jpg***https://cdn.nhathuoclongchau.com.vn/unsafe/150x0/filters:quality(90)/https://cms-prod.s3-sgn09.fptcloud.com/00029177_kutieskin_kem_boi_diu_da_cho_be_30g_2370_62cf_large_688231ae81.jpg,https://nhathuoclongchau.com.vn/duoc-my-pham/kutieskin-kem-boi-diu-da-cho-be-30g-29424.html
